0,28
3.2323,30.856
6.4646,22.898
9.697,22.712
12.929,19.757
16.162,20.21
19.394,20.274
22.626,21.304
25.859,22.937
29.091,24.455
32.323,27.081
35.556,26.8
38.788,26.535
42.02,24.135
45.253,24.414
48.485,26.31
51.717,28.345
54.949,28.532
58.182,24.28
61.414,25.165
64.646,23.863
67.879,22.789
71.111,23.928
74.343,24.196
77.576,24.857
80.808,26.352
84.04,25.329
87.273,25.28
90.505,24.322
93.737,23.651
96.97,26.016
100.2,27.502
103.43,28.478
106.67,24.375
109.9,23.064
113.13,22.329
116.36,20.447
119.6,20.552
122.83,21.774
126.06,24.236
129.29,25.537
132.53,25.819
135.76,25.888
138.99,25.458
142.22,24.641
145.45,27.056
148.69,28.015
151.92,28.986
155.15,25.064
158.38,22.974
161.62,22.029
164.85,21.299
168.08,23.508
171.31,23.585
174.55,23.695
177.78,23.174
181.01,23.828
184.24,23.257
187.47,21.794
190.71,21.089
193.94,22.287
197.17,26.613
200.4,28.144
203.64,28.951
206.87,25.167
210.1,24.768
213.33,23.278
216.57,22.41
219.8,23.656
223.03,24.352
226.26,25.139
229.49,25.164
232.73,25.346
235.96,24.46
239.19,23.545
242.42,23.67
245.66,23.941
248.89,26.783
252.12,28.815
255.35,28.363
258.59,25.8
261.82,27.061
265.05,25.984
268.28,23.585
271.52,23.852
274.75,23.434
277.98,23.848
281.21,25.516
284.44,26.54
287.68,26.594
290.91,26.163
294.14,24.356
297.37,25.725
300.61,27.99
303.84,29.603
307.07,27.401
310.3,23.773
313.54,22.419
316.77,21.963
320,22.826
